sample_id,source_name,source_type,page_type,page_width_mm,page_height_mm,spread_used,image_count,text_length_level,text_length_chars,has_title,has_subtitle,style_category,layout_family,pattern_id,image_arrangement,text_position,image_text_relation,hero_image_exists,hero_image_index,image_orientations,image_ratio_summary,reading_priority,visual_priority,white_space_level,alignment_type,grid_type,composition_axis,symmetry_level,rhythm_type,caption_used,overlay_text,body_column_count,body_position,title_position,main_image_position,secondary_image_position,overflow_strategy,why_this_layout_works,design_notes,quality_score
spread_498,Synthetic Trend Report 498,exhibition_catalog,spread,148,210,true,4,medium,3032,true,true,Exhibition Catalog,image-first,hero_plus_grid,large_image_with_small_grid,lower_right,support_images_extend_story,true,1,square;square;landscape;portrait,mixed,low,high,low,left_aligned,modular_grid,vertical,asymmetric,dynamic,false,false,1,right_page,none,left_large,right_grid,next_page,hero_plus_grid suits 4 image(s) with medium text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",3
spread_499,Synthetic Archive Layout 499,exhibition_catalog,spread,148,210,true,5,medium,3011,true,true,Editorial,balanced,gallery_with_text_block,image_cluster_text_block,below_gallery,text_explains_image_set,false,,landscape;portrait;square;portrait;landscape,mixed,medium,medium,high,grid_aligned,modular_grid,horizontal,semi_symmetric,dynamic,false,false,1,right_page,top_left,gallery_area,gallery,next_page,gallery_with_text_block suits 5 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_500,Synthetic Gallery Spread 500,brand_case,spread,148,210,true,5,medium,2566,false,false,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape,mixed,high,medium,high,left_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,2,left_page,none,right_page_gallery,grid,next_page,one_page_gallery_one_page_text suits 5 image(s) with medium text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_501,Synthetic 2x Layout Reference 501,brand_case,spread,148,210,true,1,short,156,true,false,Exhibition Catalog,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,left_aligned,two_column,horizontal,asymmetric,dynamic,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.","Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",3
spread_502,Synthetic 2x Layout Reference 502,exhibition_catalog,spread,148,210,true,1,medium,3227,true,true,Editorial,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,grid_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_503,Synthetic 2x Layout Reference 503,trend_report,spread,148,210,true,1,long,5659,false,true,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_504,Synthetic 2x Layout Reference 504,exhibition_catalog,spread,148,210,true,1,long,4413,true,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,low,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",3
spread_505,Synthetic 2x Layout Reference 505,brand_case,spread,148,210,true,2,short,588,false,true,Exhibition Catalog,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,low,left_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_506,Synthetic 2x Layout Reference 506,editorial,spread,148,210,true,2,medium,2101,true,false,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,low,left_aligned,modular_grid,vertical,asymmetric,quiet,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_507,Synthetic 2x Layout Reference 507,brand_case,spread,148,210,true,4,medium,3153,true,false,Editorial,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,grid_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_508,Synthetic 2x Layout Reference 508,exhibition_catalog,spread,148,210,true,4,short,1045,true,false,Magazine,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,high,left_aligned,modular_grid,diagonal,asymmetric,stable,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_509,Synthetic 2x Layout Reference 509,campaign_analysis,spread,148,210,true,5,short,728,false,true,Magazine,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,grid_aligned,adaptive_grid,horizontal,asymmetric,stable,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_510,Synthetic 2x Layout Reference 510,exhibition_catalog,spread,148,210,true,6,long,6340,false,false,Exhibition Catalog,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,high,grid_aligned,adaptive_grid,horizontal,semi_symmetric,quiet,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_511,Synthetic 2x Layout Reference 511,campaign_analysis,spread,148,210,true,1,short,112,true,false,Exhibition Catalog,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,centered,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.","Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_512,Synthetic 2x Layout Reference 512,brand_case,spread,148,210,true,1,short,375,true,false,Editorial,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,left_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Generated structural reference designed to diversify image/text layout cases.,5
spread_513,Synthetic 2x Layout Reference 513,brand_case,spread,148,210,true,1,long,7021,false,false,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_514,Synthetic 2x Layout Reference 514,trend_report,spread,148,210,true,1,long,3575,false,true,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_515,Synthetic 2x Layout Reference 515,editorial,spread,148,210,true,2,short,505,true,false,Magazine,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,grid_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Generated structural reference designed to diversify image/text layout cases.,5
spread_516,Synthetic 2x Layout Reference 516,campaign_analysis,spread,148,210,true,2,medium,2651,true,false,Magazine,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,left_aligned,modular_grid,vertical,asymmetric,dynamic,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_517,Synthetic 2x Layout Reference 517,trend_report,spread,148,210,true,4,medium,3408,false,true,Magazine,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,grid_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Generated structural reference designed to diversify image/text layout cases.,3
spread_518,Synthetic 2x Layout Reference 518,brand_case,spread,148,210,true,4,short,754,true,true,Magazine,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,grid_aligned,modular_grid,diagonal,asymmetric,quiet,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,3
spread_519,Synthetic 2x Layout Reference 519,trend_report,spread,148,210,true,5,medium,1287,false,false,Magazine,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,left_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_520,Synthetic 2x Layout Reference 520,exhibition_catalog,spread,148,210,true,6,long,5606,true,true,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,low,left_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_521,Synthetic 2x Layout Reference 521,exhibition_catalog,spread,148,210,true,1,short,857,true,false,Magazine,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.","Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_522,Synthetic 2x Layout Reference 522,visual_archive,spread,148,210,true,1,short,217,true,false,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,left_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_523,Synthetic 2x Layout Reference 523,visual_archive,spread,148,210,true,1,long,6924,true,false,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",3
spread_524,Synthetic 2x Layout Reference 524,exhibition_catalog,spread,148,210,true,1,long,6877,false,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_525,Synthetic 2x Layout Reference 525,exhibition_catalog,spread,148,210,true,2,short,738,false,false,Exhibition Catalog,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,left_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_526,Synthetic 2x Layout Reference 526,brand_case,spread,148,210,true,2,medium,3310,true,true,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,left_aligned,modular_grid,vertical,asymmetric,dynamic,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_527,Synthetic 2x Layout Reference 527,visual_archive,spread,148,210,true,4,medium,2788,false,false,Magazine,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,grid_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_528,Synthetic 2x Layout Reference 528,trend_report,spread,148,210,true,4,short,1126,false,true,Magazine,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,grid_aligned,modular_grid,diagonal,asymmetric,dynamic,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Generated structural reference designed to diversify image/text layout cases.,3
spread_529,Synthetic 2x Layout Reference 529,editorial,spread,148,210,true,5,medium,3150,false,true,Editorial,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,grid_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,3
spread_530,Synthetic 2x Layout Reference 530,exhibition_catalog,spread,148,210,true,6,long,5688,true,false,Exhibition Catalog,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,low,grid_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_531,Synthetic 2x Layout Reference 531,exhibition_catalog,spread,148,210,true,1,short,258,true,false,Magazine,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,centered,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.",Augmented sample for testing grid-based layout reasoning and validation.,3
spread_532,Synthetic 2x Layout Reference 532,visual_archive,spread,148,210,true,1,medium,3450,true,false,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,grid_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,3
spread_533,Synthetic 2x Layout Reference 533,editorial,spread,148,210,true,1,long,5801,false,true,Editorial,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,quiet,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,3
spread_534,Synthetic 2x Layout Reference 534,editorial,spread,148,210,true,1,long,6382,true,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_535,Synthetic 2x Layout Reference 535,visual_archive,spread,148,210,true,2,short,836,false,false,Magazine,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,grid_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Generated structural reference designed to diversify image/text layout cases.,5
spread_536,Synthetic 2x Layout Reference 536,trend_report,spread,148,210,true,2,medium,3011,false,false,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,left_aligned,modular_grid,vertical,asymmetric,fragmented,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Generated structural reference designed to diversify image/text layout cases.,3
spread_537,Synthetic 2x Layout Reference 537,editorial,spread,148,210,true,4,medium,1257,true,false,Editorial,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,grid_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Generated structural reference designed to diversify image/text layout cases.,5
spread_538,Synthetic 2x Layout Reference 538,exhibition_catalog,spread,148,210,true,4,medium,1663,false,false,Exhibition Catalog,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,grid_aligned,modular_grid,diagonal,asymmetric,dynamic,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_539,Synthetic 2x Layout Reference 539,trend_report,spread,148,210,true,5,short,771,false,false,Editorial,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,low,grid_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_540,Synthetic 2x Layout Reference 540,campaign_analysis,spread,148,210,true,6,long,6785,false,false,Exhibition Catalog,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,high,left_aligned,adaptive_grid,horizontal,semi_symmetric,quiet,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_541,Synthetic 2x Layout Reference 541,campaign_analysis,spread,148,210,true,1,short,1071,true,false,Magazine,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.",Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_542,Synthetic 2x Layout Reference 542,editorial,spread,148,210,true,1,medium,1638,false,true,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,grid_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_543,Synthetic 2x Layout Reference 543,visual_archive,spread,148,210,true,1,long,5989,true,true,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Generated structural reference designed to diversify image/text layout cases.,3
spread_544,Synthetic 2x Layout Reference 544,visual_archive,spread,148,210,true,1,long,6137,false,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_545,Synthetic 2x Layout Reference 545,trend_report,spread,148,210,true,2,short,285,false,false,Exhibition Catalog,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,grid_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Generated structural reference designed to diversify image/text layout cases.,5
spread_546,Synthetic 2x Layout Reference 546,visual_archive,spread,148,210,true,2,medium,1653,false,true,Magazine,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,grid_aligned,modular_grid,vertical,asymmetric,stable,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Generated structural reference designed to diversify image/text layout cases.,5
spread_547,Synthetic 2x Layout Reference 547,brand_case,spread,148,210,true,4,medium,3293,false,false,Editorial,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,grid_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_548,Synthetic 2x Layout Reference 548,brand_case,spread,148,210,true,4,short,1031,false,false,Exhibition Catalog,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,grid_aligned,modular_grid,diagonal,asymmetric,dynamic,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Generated structural reference designed to diversify image/text layout cases.,5
spread_549,Synthetic 2x Layout Reference 549,editorial,spread,148,210,true,5,short,633,false,false,Magazine,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,left_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_550,Synthetic 2x Layout Reference 550,visual_archive,spread,148,210,true,6,long,7102,true,false,Exhibition Catalog,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,high,grid_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_551,Synthetic 2x Layout Reference 551,editorial,spread,148,210,true,1,short,1101,false,false,Exhibition Catalog,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.",Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,3
spread_552,Synthetic 2x Layout Reference 552,brand_case,spread,148,210,true,1,medium,1580,false,false,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,grid_aligned,single_column,vertical,semi_symmetric,quiet,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_553,Synthetic 2x Layout Reference 553,visual_archive,spread,148,210,true,1,long,6716,true,false,Editorial,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,3
spread_554,Synthetic 2x Layout Reference 554,campaign_analysis,spread,148,210,true,1,long,6548,false,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_555,Synthetic 2x Layout Reference 555,visual_archive,spread,148,210,true,2,short,1039,true,false,Exhibition Catalog,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,left_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",3
spread_556,Synthetic 2x Layout Reference 556,exhibition_catalog,spread,148,210,true,2,medium,1766,false,false,Magazine,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,grid_aligned,modular_grid,vertical,asymmetric,quiet,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_557,Synthetic 2x Layout Reference 557,trend_report,spread,148,210,true,4,medium,2573,true,false,Editorial,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,left_aligned,modular_grid,horizontal,semi_symmetric,fragmented,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Augmented sample for testing grid-based layout reasoning and validation.,3
